Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089
ENSG00000107882.12,424,404,548,173,155,143
ENSG00000107890.17,1215.033,1479.456,1550.331,374.219,429.642,437.878
ENSG00000107897.20,917.776,1018.568,1059.518,841.863,905.736,857.683
ENSG00000107902.14,542,498.539,650.001,205.999,197,191
ENSG00000107929.16,3360.701,3997.385,4170.276,2180.403,1852.113,1771.547
ENSG00000107937.19,2424.898,2315.084,2784.433,1834.445,1719.261,1638.73
ENSG00000107938.18,1026.268,1049.997,1056.002,559.617,576,434
ENSG00000107949.17,1476.786,1817.999,1544.046,654.546,646,669
ENSG00000107951.15,1225.786,1357.768,1070.452,463.984,465.002,461.001
ENSG00000107954.11,1214,1330.999,1461.109,893.237,541,703.001
ENSG00000107957.17,1713,1435.998,1621.003,6682.598,6299.593,6408.914
ENSG00000107959.17,2827.001,2701.743,3570,3997.291,3527.277,2539.491
ENSG00000107960.12,578.274,816.019,798.142,245.225,227.001,231.765
ENSG00000107968.10,1878.908,977.391,1786.82,1155.987,1024,1167
ENSG00000107984.10,572.283,6,7,21,8,2
ENSG00000108001.16,0,0,1,1,0,1
ENSG00000108010.12,1440.297,1703.02,1528.305,1126.038,1050.84,1032
ENSG00000108018.17,25.019,0,0,0,1,3
ENSG00000108021.22,3650.649,4182.784,3853.04,3102.65,2898.187,3501.25
ENSG00000108039.18,1964.92,1916,2043.07,1587.017,1323.592,1259
ENSG00000108055.11,4798.568,5808.566,5140.999,2779.256,2756.002,3058.79
ENSG00000108061.13,1984.281,2069,2078.169,1767.045,1909.629,1785.999
ENSG00000108064.11,3805.763,3647.001,3877.855,1053.223,1073,959.67
ENSG00000108091.11,3715.831,4419.999,4372,1877.845,1482.046,1373.009
ENSG00000108094.17,1666.491,2115.2,1672.68,1188.442,1244.763,1192.812
ENSG00000108100.18,2008.249,2298.001,2115.012,2102.47,1846.15,1813.205
ENSG00000108106.14,1957.147,1916,2062.068,863.919,903.993,837
ENSG00000108107.15,9253.863,11285.496,11298.913,5115.969,5987.55,6052.183
ENSG00000108175.19,849,566.999,763.23,875.387,492,400.001
ENSG00000108176.15,15,1,0,2,0,0
ENSG00000108179.14,3099.6,3523.215,3446.877,1491.042,1449.164,1745.822
ENSG00000108187.16,130,208.999,165.023,76,66.004,60
ENSG00000108219.16,514.345,1125.654,771.859,5972.884,5263.626,4741.443
ENSG00000108231.14,0,0,1,2,3,0
ENSG00000108239.9,1750.912,1572,1745.235,1195.044,1204.321,1205
ENSG00000108242.13,12,48,61,17.525,30.434,8.641
ENSG00000108244.17,13944.161,18838.631,22631.921,984,838.299,1903.326
ENSG00000108255.8,6,23,20,4,8,0
ENSG00000108256.9,17277.409,17772.844,21424.648,6805.805,7216.115,6803.001
ENSG00000108262.16,738.155,700,682,1050.007,841.161,872.001
ENSG00000108298.12,28341.415,32232.169,29433.939,14543.578,16454.268,15068.994
ENSG00000108306.13,1317.685,1581.543,1686.047,983.88,743.346,1120.817
ENSG00000108309.14,28.108,9.079,9.73,11.306,8.025,3
ENSG00000108312.16,2673.072,3118.085,2887.857,2232.098,2470.045,2367
ENSG00000108342.13,2,0,2,0,2,0
ENSG00000108344.15,4077.151,5215.051,5029.926,2504.516,2249.009,1947.644
ENSG00000108349.17,2540.078,2895.657,2930.021,1602.762,1362.759,1518
ENSG00000108352.13,23,21,41,45,22,18
ENSG00000108370.17,31,32,32.033,40,22,23.023
ENSG00000108375.13,2728.343,2088.468,3141.483,152.347,132.713,279
ENSG00000108379.11,233.02,233,369,8,2,11
ENSG00000108381.11,37,3,2,0,0,1
ENSG00000108384.16,606.89,998.348,827.699,523.347,806.424,611.167
ENSG00000108387.16,31.999,140,86,19,4,8
ENSG00000108389.10,2294.209,3320.001,2894.155,3694.763,2534.001,3725.073
ENSG00000108395.14,2074.104,2425.199,2352.053,1299.821,1095.964,1027.185
ENSG00000108405.4,1,0,0,3,1,0
ENSG00000108406.10,1485.622,1689.609,1555.999,1181.535,1333.605,1289.001
ENSG00000108417.4,0,0,0,0,2,0
ENSG00000108423.15,177.761,176.299,194.313,154.586,175.713,124.018
ENSG00000108424.11,12306.7,14898.359,14643.222,6469.792,5735.86,5492
ENSG00000108433.17,1605.986,1663.144,1936.089,1439.969,1235.436,1127.245
ENSG00000108439.11,426.966,562.601,558.621,200.693,218.698,247.028
ENSG00000108442.2,0,0,0,0,0,0
ENSG00000108443.14,2203.484,2289.999,2434.357,1324.978,1224.09,1274.405
ENSG00000108448.24,0,0,0,15.055,0,14.506
ENSG00000108452.1,0,0,0,0,0,0
ENSG00000108465.15,2247.007,2436,2996.785,2810.315,2281.755,2246.001
ENSG00000108468.15,1783,2265,2327.998,1316.569,1202.981,1434.275
ENSG00000108469.15,930.225,1050.001,1107.277,683.104,599,607.999
ENSG00000108474.17,301.477,316.814,411.767,217.362,137.878,119.666
ENSG00000108479.13,331,439.001,333.001,840.434,900.36,627
ENSG00000108506.14,1284.001,1404.999,1337.01,669.999,823.248,749.001
ENSG00000108509.21,497.012,479.019,689.001,500.03,244.05,386.001
ENSG00000108510.10,7227.483,7728.635,7547.486,3616.36,4536.877,4256
ENSG00000108511.10,4,2,2,7,26,13
ENSG00000108515.18,182,211,191,165.001,143,155
ENSG00000108516.5,0,0,0,2,2,5
ENSG00000108518.8,10992.705,17080.919,13118.26,21045.345,21133.712,17938.495
ENSG00000108523.16,1586.001,1728.999,1657.883,1794.135,1451.865,1174.001
ENSG00000108528.14,1638,1835,1703.62,1142.016,1024,1010.8
ENSG00000108551.5,219,16,24,54,14,7
ENSG00000108556.10,27.001,16,39,345,392,293.001
ENSG00000108557.20,48,10,3,31,113.038,41
ENSG00000108559.13,2548.827,2625.97,2750.298,978.133,1039.008,1158.079
ENSG00000108561.8,3354.156,4512.997,3800.121,1522.014,1698.411,1500.537
ENSG00000108576.10,4756.322,4803.979,6535.853,820.994,202,921
ENSG00000108578.15,1973.808,2265.363,2199.712,597.001,689.013,717
ENSG00000108582.12,6894.376,8647.801,8450.934,4304.196,4286.823,4608.99
ENSG00000108587.16,1992.553,2261.537,2398.438,1319.684,1522.556,1345.837
ENSG00000108588.15,4497.707,5448.535,5483.607,3814.114,3378.805,3828
ENSG00000108590.11,174.001,168.999,173,109,181,138
ENSG00000108591.10,1104,1279,1128.549,803.005,755.869,705.998
ENSG00000108592.17,1007,1544.002,1747.002,1343.239,985.199,964.999
ENSG00000108599.15,1360.113,1477,1429.995,1064.042,1225.408,1098
ENSG00000108602.18,4,3,2,0,0,0
ENSG00000108604.18,4914.067,5069.002,5330.041,2796.307,2890.198,3033.003
ENSG00000108622.11,10,0,0,22,5,2
ENSG00000108639.8,1462.667,1450,1592.684,817.712,814.001,955.999
ENSG00000108641.20,56.004,109.999,61.999,24,19,11
ENSG00000108651.10,1794.853,2422.029,2113.03,2562.545,2167.291,2120.002
ENSG00000108654.16,31099.492,25138.07,34300.272,24861.071,25049.279,24211.749
ENSG00000108666.11,530.873,667.565,674.008,228.086,261.029,209.979
ENSG00000108669.18,353,435,468,1247,1369.924,1309
ENSG00000108671.11,3567.526,4372.096,4649.122,2045.564,1765.047,1610.273
ENSG00000108679.13,5500.452,5170.001,4745.465,17068.413,21405.955,18507.927
ENSG00000108684.15,0,0,0,0,0,1
ENSG00000108688.11,0,0,0,4,1,4
ENSG00000108691.10,64.999,9,1,60,109.999,16
ENSG00000108700.5,19,0,0,1,1,6
ENSG00000108702.4,0,0,0,0,0,0
ENSG00000108733.11,260,352,278,126,165,163
ENSG00000108759.4,1,0,0,0,0,0
ENSG00000108771.13,239,144,209.001,190.001,541,269.978
ENSG00000108773.11,1603,1765,1800.997,630.949,487.431,566
ENSG00000108774.15,2218.754,2287.449,2388.191,2026.574,2051.416,1657.047
ENSG00000108784.10,1324,1446.454,1237.339,1141.055,1046.999,1009
ENSG00000108785.7,6,17,18,16,3,12
ENSG00000108786.11,3563.918,3808.682,4082.893,818.407,174.001,783
ENSG00000108788.12,813.047,1255.009,1102.467,810.688,712.603,693.407
ENSG00000108797.12,142,14,2,11,9,4
ENSG00000108798.9,2,0,0,16,18,10
ENSG00000108799.13,827.001,1001.999,1180.115,416,358.999,421.012
ENSG00000108813.12,108,228,190,541,305,455.001
ENSG00000108819.11,404.057,314,441.325,826,871.058,805
ENSG00000108821.14,4814.74,3629.351,137,416.999,34,38.999
ENSG00000108823.17,0,0,0,0,0,0
ENSG00000108825.18,1.534,5.723,3.672,21.984,12.37,30.666
ENSG00000108826.16,1391.615,1635.999,1563.743,677.008,740.023,609
ENSG00000108828.16,474,638,404,3193.637,2516,3180.999
ENSG00000108829.10,4330.963,5186.03,5012.007,7693.547,6514.045,6501
ENSG00000108830.11,37,59.755,48.539,10.965,9,8.999
ENSG00000108839.12,4,6,3,1,0,0
ENSG00000108840.16,3286.408,4179.301,4316.695,3117.974,2865.574,4194.999
ENSG00000108846.16,50.999,29.005,22.084,307,376.047,235.012
ENSG00000108848.16,2340.827,3213.999,2749.19,1558.533,1560.039,1521.012
ENSG00000108849.8,2,0,0,6,8,0
ENSG00000108852.16,407,456,506.036,7,14,14
ENSG00000108854.16,1569.022,1502.983,1769,345.204,284.81,296
ENSG00000108861.9,1961.051,1829.185,1897.139,1507.027,1568.474,1452.35
ENSG00000108878.5,0,0,0,0,0,0
ENSG00000108883.13,3484.4,4111.999,3761.652,2196.185,2243.528,2163
ENSG00000108924.14,32,12,15,21,4,15
ENSG00000108932.13,27,268,69.61,1858,1923.723,1577.977
ENSG00000108946.17,5916.633,6958.489,5841.9,6648.742,7189.23,6046.706
ENSG00000108947.5,14,19,5,9,20,3
ENSG00000108950.12,167.999,29,16,163,247,78.001
ENSG00000108953.17,8012.334,10693.244,9830.204,8839.19,8922.74,8451.261
ENSG00000108958.4,0,0,0,0,0,0
ENSG00000108960.9,355,857,627,746.022,677,924
ENSG00000108961.14,550.534,575,769.597,209.001,169,190
ENSG00000108963.19,1547.923,1555.86,2122.813,600.838,583.598,611.474
ENSG00000108984.16,1698.144,2045.98,1649.857,351.189,381.999,379.267
ENSG00000109016.18,521,529,539.999,406.028,402.534,291
ENSG00000109046.15,13834.978,12558.009,19586.542,12876.808,10018.222,9524.395
ENSG00000109047.8,0,0,0,0,0,0
ENSG00000109061.10,0,0,0,0,0,0
ENSG00000109062.12,1647.09,1926,2681,454,676.999,537
ENSG00000109063.15,65.001,41,96.046,58,91,22
ENSG00000109065.12,637.002,697,636,598.001,460.999,524
ENSG00000109066.14,268.951,278,310,407.001,308.999,397
ENSG00000109072.14,13,12,3,44,91,9
ENSG00000109079.10,2251.277,1970.788,2732.985,2116.052,1677.929,1649.001
ENSG00000109083.14,583.64,601.339,771.428,772.843,642.135,686.871
ENSG00000109084.14,1583.732,1956.001,1672,596.026,759.861,712
ENSG00000109089.7,263,177,229,70,27,58
ENSG00000109099.16,400.374,137.001,66,287,382,232
ENSG00000109101.8,10,10,15,0,0,0
ENSG00000109103.12,303,263,350.001,208,108,121
ENSG00000109107.14,75,66.999,82,151.999,119.002,87
ENSG00000109111.15,4866.787,5765.544,6624.64,3373.973,2817.519,2813.045
ENSG00000109113.20,883,1080.001,844.002,858.012,810.001,645.083
ENSG00000109118.14,731.754,944.29,964.226,792.055,583.012,643.9
ENSG00000109132.7,0,0,0,0,0,0
ENSG00000109133.14,4187.703,4577.531,4381.044,1912.232,2328.68,2203
ENSG00000109158.11,0,1,2,0,5,0
ENSG00000109163.7,0,0,0,0,0,0
ENSG00000109171.15,2782.12,3042.854,3175.648,1767.219,1533.986,1868.011
ENSG00000109180.15,2539.03,3031.745,3129.1,2257.419,1814.657,2207.001
ENSG00000109181.12,0,0,0,3,10,1
ENSG00000109182.12,0,0,3,0,0,0
ENSG00000109184.15,556.045,686.013,524.062,612.001,368,495
ENSG00000109189.13,1103.956,1181.096,1110,938.621,988.007,878.001
ENSG00000109193.12,7.725,43,45,7,4,0
ENSG00000109205.17,5,3,0,0,0,0
ENSG00000109208.5,0,0,0,0,0,0
ENSG00000109220.11,345,282,365.001,543.98,599.224,639
ENSG00000109255.11,4,4,1,0,0,0
ENSG00000109265.15,115,66,185,15,38,48
ENSG00000109270.13,1098.014,1273.47,1286,817.114,898.828,867.999
ENSG00000109272.4,0,0,0,0,0,0
ENSG00000109320.14,2619.337,2371.377,2712.842,2686.594,2279.471,2077.998
ENSG00000109321.11,13,4,12,61,24,10
ENSG00000109323.11,4899.038,3457.987,3454.105,772.999,723.695,826.508
ENSG00000109332.20,9065.23,10261.811,10095.898,9308.193,9760.809,9666.162
ENSG00000109339.24,169.216,194.371,184.532,137.32,82.926,105.118
ENSG00000109381.21,2020.003,2372.999,2073.102,1605.332,1720.098,1699.155
ENSG00000109390.13,651.999,731.999,758,202.999,280,232
ENSG00000109424.4,57,32,27,4,2,4
ENSG00000109436.8,4434.595,3578.26,4278.543,1605.834,1817.787,1855.329
ENSG00000109445.11,1208,1271.001,1499.191,848.999,948.999,953.02
ENSG00000109452.13,661,571.052,460.999,472,706.007,535.001
ENSG00000109458.10,3956.553,4215.091,4337.193,1566.614,1461.392,1456.212
ENSG00000109466.14,477.984,505.722,443.828,859.165,1049.151,1181.944
ENSG00000109471.5,0,0,0,0,0,0
ENSG00000109472.14,18,1,2,9,4,2
ENSG00000109475.17,13172.769,14373.558,13544.038,8216.673,9576.689,9212.915
ENSG00000109501.15,560,2025.001,1143.026,7536.228,5305.425,4805.083
ENSG00000109511.12,0,0,0,0,0,0
ENSG00000109519.14,1090.022,1034.091,1277.471,580.999,629,627.999
ENSG00000109534.17,254,355.462,323,167,142,147
ENSG00000109536.12,756.162,1058.132,827.243,492.225,645.939,669.251
ENSG00000109572.16,4241.098,5485,5553.794,3067.248,2858.191,2664.001
ENSG00000109576.14,174,613,201.584,1363.636,1791.527,1021.004
ENSG00000109586.12,91,152,76,1101.001,692.999,1486.001
ENSG00000109606.13,8630.267,11004.169,10219.405,6681.989,7532.992,6999.824
ENSG00000109610.6,148,138,187,99,74,127
ENSG00000109618.13,848.999,867,775.001,278,376,394.001
ENSG00000109625.19,142.322,251.899,133.27,1536.434,1137.682,888.408
ENSG00000109654.16,151.874,239.4,218.41,134,58,26.472
ENSG00000109667.12,282.001,308,443,102,51.001,104
ENSG00000109670.17,1435.999,2219.002,1650.999,2438.536,2539.421,2108.003
ENSG00000109674.4,348,420,383,81,100,117
ENSG00000109680.11,138,161,113.999,90,74,47
ENSG00000109684.16,6.609,2.762,14,160.005,174.33,416
ENSG00000109685.19,3671.97,4242.899,4374.998,1083,949.001,1038.297
ENSG00000109686.20,2644.276,3360.999,4218.008,5082.543,3316.716,3750.164
ENSG00000109689.20,433.058,591,379.001,679,697,810.001
ENSG00000109705.8,5,0,1,2,2,1
ENSG00000109736.15,810.001,719.999,1034.411,1299.748,886.001,880.001
ENSG00000109738.11,5,7,7,3,0,2
ENSG00000109743.11,179.76,328.987,281.019,246.977,261,215
ENSG00000109756.10,4162.175,3880.118,4095.393,5025.819,4955.277,4990.177
ENSG00000109758.9,0,1,0,3,3,1
ENSG00000109762.17,872.001,830.122,808.989,881,831.969,1000.009
ENSG00000109771.16,27,32,57,71,74,100.999
ENSG00000109775.11,460,595,520.958,495,503.08,385
ENSG00000109787.13,1603.24,1638.993,1647.297,852.977,1312.013,705.003
ENSG00000109790.18,111.999,775.147,134.001,7959.098,4744.447,6630.111
ENSG00000109794.14,126.064,139.001,134,36,68.999,96.999
ENSG00000109805.10,2515.715,2903.001,2661.796,950.672,1091.543,918
ENSG00000109814.12,1048,1380,1253.999,3445.363,2365.552,3370.001
ENSG00000109819.9,10,0,0,1,0,0
ENSG00000109832.14,0,2,3,4,1,7
ENSG00000109846.9,104,60.053,11,188,50,253
ENSG00000109851.7,0,0,0,0,0,0
ENSG00000109854.14,707.001,886,632.509,1141.332,1089,852
ENSG00000109861.17,10880.875,10962.576,11157.975,2267.029,3287.438,2220.998
ENSG00000109881.17,260,425,346,57,61,50
ENSG00000109906.15,334,0,3,27.012,31,3
ENSG00000109911.19,771.71,865.998,841.267,530.328,657.398,523.682
ENSG00000109917.11,1317,1387.999,1450.999,1301.669,1354.043,1096.993
ENSG00000109919.10,1443.011,1858.305,1616.66,1058.846,1032.001,837.001
ENSG00000109920.13,2707,3385.999,3732.628,2362.699,1699.657,1585.697
ENSG00000109927.11,13,3.154,25.044,11.768,15,8
ENSG00000109929.10,689.001,442.651,746.005,506.417,561.026,481.479
ENSG00000109943.9,3,0,7,6,6,11
ENSG00000109944.11,15,4,8,77,77.001,61
ENSG00000109956.13,0,1,0,0,5,0
ENSG00000109971.14,55251.864,75166.128,64995.82,46075.197,43626.683,46784.546
ENSG00000109991.10,0,3,0,0,0,1
ENSG00000110002.16,193.001,155.001,158,296.304,277.001,272.999
ENSG00000110011.14,409.226,478.151,496.564,279.417,299.819,285.691
ENSG00000110013.13,610,691.015,689.897,794.101,889.759,756.103
ENSG00000110025.13,265.016,276.999,285.001,190.801,182,154.589
ENSG00000110031.13,117,112,130,79,46,55
ENSG00000110042.8,5040.099,7163.21,5759.494,11360.743,11737.94,10358.356
ENSG00000110046.14,2527.988,2079.301,4372.529,665.376,383.97,533
ENSG00000110047.18,6825.318,6537.571,7045.741,1626.328,899.999,2024.001
ENSG00000110048.12,2431,2771.009,2959.996,2273.999,1971.261,2175
ENSG00000110057.9,300,380,285.393,891,1063.494,931
ENSG00000110060.9,182,369.999,228,252.001,234,266
ENSG00000110063.10,784.999,937.909,888.994,365.413,388.949,359
ENSG00000110066.16,1438.001,1626.126,1597.876,1430.853,1381.002,1576.999
ENSG00000110074.12,1145.001,1278.009,1182.001,607,514.661,408.999
ENSG00000110075.15,7355.779,7422.641,7748.104,4625.868,5190.33,4828.001
ENSG00000110076.21,60.999,12.013,13.873,40.477,18.001,17.027
ENSG00000110077.15,2,12,2,102,179.001,43
ENSG00000110079.19,5,11.001,5.846,87.999,248,32
ENSG00000110080.20,3663.038,3845,4466.685,1428.467,1082.999,1018
ENSG00000110090.13,3353.552,3466.81,3075.586,1537.075,559.532,1636.871
ENSG00000110092.4,41,33,23,68,44,45
ENSG00000110104.13,462.03,505.225,596.566,222.482,186.745,159.582
ENSG00000110107.9,2715.977,3416.437,3073,1052,1165,1009.066
ENSG00000110108.10,2436.993,2993.004,2376.558,1805.123,1761.43,1899.505
ENSG00000110148.10,1,0,0,0,0,0
ENSG00000110169.12,0,1,0,7,31,7
ENSG00000110171.21,104,100,86.92,224.011,119,142
ENSG00000110172.12,1102,2082.52,1640.083,1508.862,1283.622,2286.778
ENSG00000110195.14,2100.759,2377.118,1777.004,932.48,662,797
ENSG00000110200.9,697.999,696.001,891.055,401.184,350.582,335.35
ENSG00000110203.10,1,0,0,0,0,0
ENSG00000110218.9,1053,1412,1063,2184.896,2167,2018.571
ENSG00000110237.5,1821.001,1596.001,1602.006,1307,1025.29,934
ENSG00000110243.12,0,0,0,0,1,0
ENSG00000110244.7,0,0,0,0,0,0
ENSG00000110245.12,0,0,0,4,27,2
ENSG00000110274.16,395,387,474.001,493.085,448.006,412.998
ENSG00000110315.7,776.137,1186.041,1022.001,557.009,802,808
ENSG00000110318.15,76,60,32,11.004,18,8
ENSG00000110321.19,36614.031,34565.478,36886.335,27258.6,24480.576,23293.39
ENSG00000110324.12,231,778.061,539,7218.482,13596.92,7202.839
ENSG00000110328.6,1675.044,1032,1221,74,123,117
ENSG00000110330.10,3059.337,3120.999,3051.427,2285.909,2330.707,2156.082
ENSG00000110344.10,3752.439,4137,4105.689,3091.591,3495.167,3128.001
ENSG00000110367.14,6689.634,6836.653,6674.173,4500.8,4079.556,4802.697
ENSG00000110375.3,11,29,61,0,0,1
ENSG00000110395.8,1734.721,1686,1577.434,3402.009,2820.46,2505.001
ENSG00000110400.11,580,528.006,1070,132,105.019,119
ENSG00000110422.12,6517.408,6509.955,6619.205,6694.141,5909.611,7533.094
ENSG00000110427.17,1,5,1,49,30,31
ENSG00000110429.14,1020.001,1299.001,1158.81,1959.621,2147.253,2095.318
ENSG00000110435.13,1891.013,2007.433,2016.707,958,915,839.067
ENSG00000110436.13,5743.001,9995.145,12332.458,14,28,356.425
ENSG00000110442.12,497.16,618.999,646.008,578.966,560.36,528
ENSG00000110446.12,153,210,168,1347.999,1469.045,1109.999
ENSG00000110448.11,1,0,0,0,0,0
ENSG00000110455.14,122,113,90.999,42,56,34
ENSG00000110484.7,12,1,0,0,0,0
ENSG00000110492.17,468.999,465,450,400.158,391.57,279
ENSG00000110497.15,1835.999,1594.27,1880.297,806.999,750.999,740.504
ENSG00000110514.20,971.003,1088.001,1516,502.081,483.001,441.001
ENSG00000110536.14,872.666,1087.021,1043.208,487.004,483.832,454.427
ENSG00000110583.13,1205.189,1564,1643.011,1065.206,871.999,961.004
ENSG00000110619.18,1006.008,1113.001,1147.901,2326.321,2187.768,2264.87
ENSG00000110628.16,467.001,498.892,430.069,315.999,81.012,188.001
ENSG00000110651.13,3389.146,2067.999,2845.794,2448.195,1476.207,1634.103
ENSG00000110660.15,151.999,335,166,1183,1384,1727
ENSG00000110665.12,1,0,0,2,1,0
ENSG00000110675.13,8,24.065,21.999,10.222,16.911,9.933
ENSG00000110680.14,0,0,0,0,0,0
ENSG00000110693.19,9,26.005,15,9,5,5
ENSG00000110696.10,4556.693,5614.893,5619.008,3762.816,3842.458,3730.915
ENSG00000110697.13,1154.999,1219.021,1505.407,2286.575,1839.955,1757.002
ENSG00000110700.7,15937.758,16503.7,15455.879,8723.553,9527.181,11345.761
ENSG00000110711.11,727.651,822,800.613,531.039,595.001,611
ENSG00000110713.18,8643.314,9133.624,9983.319,4445.536,4345.097,3991.704
ENSG00000110717.13,1177.001,1702,1508.79,509.935,456,440
ENSG00000110719.11,1573.798,1773.451,1864.139,4176.445,3186.707,3178.993
ENSG00000110721.12,606,350,579.725,55,112,88
ENSG00000110723.12,5603.696,4870.515,5427.379,1014.892,502.002,980.483
ENSG00000110756.18,2897.777,2434,2561.506,1069.609,1005,1247.001
ENSG00000110768.12,1354.021,1921.999,1435.419,988.999,999,1114
ENSG00000110777.12,7.144,15.629,27.319,15.194,9.06,13.026
ENSG00000110786.18,4,0,0,1,0,0
ENSG00000110799.14,129.032,160,154,211.79,259.294,251
ENSG00000110801.14,631.363,801.145,718.469,515.867,365.27,428.599
ENSG00000110811.20,76.999,18,0,18,5,1
ENSG00000110841.14,2762.436,3180.025,4526.092,1370.234,1525.626,1514.999
ENSG00000110844.14,765.004,788.449,938.999,436,313.08,313.999
ENSG00000110848.8,2,0,4,21,15,19
ENSG00000110851.12,1031.742,1182,1091.549,895.004,956,837.353
ENSG00000110852.5,57,0,4,12,14,15
ENSG00000110871.15,888,1085,1019.001,437.084,503,447
ENSG00000110876.10,7,16,3,71,91,45
ENSG00000110880.11,2601.578,4226.875,2828,6666.742,7168.669,6435.992
ENSG00000110881.12,54.001,63.006,46,76.053,32,25
ENSG00000110887.8,11,11,22,0,0,0
ENSG00000110888.19,651.51,680,1191.406,254.996,249.003,249.003
ENSG00000110900.16,8,0,0,0,2,0
ENSG00000110906.13,904.999,1071.395,1107.001,1293.758,1256,1140
ENSG00000110911.17,2675.639,2990.7,2771.988,2736.006,1717.969,2253
ENSG00000110917.8,6849.128,8608.652,8215.814,7337.325,7230.353,6184.921
ENSG00000110921.14,735.012,833.001,1010.001,232,236,212
ENSG00000110925.7,1225,718.999,1277.999,905,815.025,636
ENSG00000110931.19,1151.184,1297.013,1032,909.82,923.35,1076.12
ENSG00000110934.13,2785.095,4166.99,4021.694,8001.982,7726.991,7273.472
ENSG00000110944.9,2,16,2,17,12,8
ENSG00000110955.9,20166.838,22354.276,21313.637,7719.336,7352.453,7000.221
ENSG00000110958.16,6595.776,8033.644,8016.773,3947.495,3993.226,4210.335
ENSG00000110975.8,0,3,1,2,0,3
ENSG00000110987.9,100.032,62,54,16.989,3,17
ENSG00000111011.18,4798.376,4608.665,5721.086,4257.048,4587.072,3790.436
ENSG00000111012.10,28,14,42,25.001,27,12
ENSG00000111046.4,0,1,0,0,0,0
ENSG00000111049.4,0,0,0,0,0,0
ENSG00000111052.8,150,71.999,19,5,1,1
ENSG00000111057.11,34151.939,40443.196,42242.955,52279.717,51121.494,53929.921
ENSG00000111058.8,226,92,129.021,79,14,106
ENSG00000111077.18,221.999,19,24,31,25,6
ENSG00000111087.10,26,2,0,4,0,0
ENSG00000111110.12,4809.644,4499.271,6059.241,138,182,356
ENSG00000111142.14,3746.571,4663.385,4320.856,1971.071,2112.643,2090
ENSG00000111144.10,1297.715,1797,1547.592,939.122,1048.001,856
ENSG00000111145.8,167,194,111,360,360,340
ENSG00000111181.13,10,3,4,18,7,3
ENSG00000111186.13,53,7,15,7,41,12
ENSG00000111196.10,420,541,541,310.001,477.298,471
ENSG00000111199.12,798.999,449.138,982.812,283.001,243.032,210.999
ENSG00000111203.13,762.229,856,1017.999,350.181,295,364.999
ENSG00000111206.13,1337,1507.999,1635,510.897,418.033,400.001
ENSG00000111215.12,5.059,5.219,8.703,0,5.543,0
ENSG00000111218.12,4.996,0,1,1,1,4.993
ENSG00000111224.14,186.001,129.473,169.534,77,61,32
ENSG00000111229.16,3257,4254.337,3874.74,5152.668,5090.653,4215.264
ENSG00000111231.9,508.924,646.999,638,431.42,438.001,424
ENSG00000111237.19,969,1359,1183.998,625.397,741.449,632.499
ENSG00000111241.3,0,0,0,0,0,1
ENSG00000111245.17,0,0,0,0,2,1
ENSG00000111247.15,646.952,738,676.001,286.999,309,257.001
ENSG00000111249.14,0,0,2,0,0,7
ENSG00000111252.11,42,53,42,565,404,292
ENSG00000111254.8,76,82,43,11,15,27
ENSG00000111261.14,785.999,903.752,1005.111,159.098,123.086,134
ENSG00000111262.6,0,1,0,0,5,0
ENSG00000111266.9,3010.655,2745.001,3411.097,875.159,848.22,884.001
ENSG00000111269.3,1170.314,1286.196,1236,814.104,973.002,962.086
ENSG00000111271.15,1067.406,1247.999,1285.002,773.401,691.029,661
ENSG00000111275.13,2170.44,1469.488,1890.104,2943.797,2468.289,2341.924
ENSG00000111276.12,3025.984,3897.019,3156.516,1241.769,1505.175,1447.017
ENSG00000111291.9,0,0,0,0,0,0
ENSG00000111300.10,1934.096,2455.555,2303.972,1001.771,980.012,1010.969
ENSG00000111305.19,6.003,3,12.171,20.009,4.897,8.091
ENSG00000111319.13,169.04,165,265,27.937,2,6.768
ENSG00000111321.11,1081.256,1636.668,1798.956,1474.992,1104.161,1087.999
ENSG00000111325.16,434.908,434.922,361.42,225.029,159.288,179.161
ENSG00000111328.7,1008.508,1109,1005.994,834.624,518.981,680
ENSG00000111331.14,921.154,1522.999,1191.001,2456.478,2792.905,2381
ENSG00000111335.14,31.999,47,27.974,292,505.098,317.999
ENSG00000111339.12,4,65,18,378.997,302,387
ENSG00000111341.10,256,21,2.147,15,3,1
ENSG00000111344.12,102.998,80,91,2,0,4
ENSG00000111348.9,1202.035,1461.999,1221,14858.666,11450.925,10756.517
ENSG00000111358.14,1697.999,2096.289,2074.098,676.001,715.006,688
ENSG00000111361.13,1645.268,1767.295,1862.35,1108,1037.786,1190
ENSG00000111364.16,612.027,906.045,584.29,448.822,304.375,380.824
ENSG00000111371.16,16368.24,17436.893,15631.776,11175.213,11982.691,10595.046
ENSG00000111404.7,0,0,0,2,2,1
ENSG00000111405.9,164,342.001,394.406,205.999,82,83
ENSG00000111412.6,822.013,1059.142,906.865,1585.644,1264.81,1230.967
ENSG00000111424.12,8,4,10,14,10,9
ENSG00000111432.5,131,149,176,19,8,17
ENSG00000111445.14,812.561,991.006,893.16,319.999,326,263.002
ENSG00000111450.15,248.001,323,148.001,391.012,317,276.001
ENSG00000111452.13,321.001,102.001,38,76.002,34,75
