Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089
ENSG00000251448.1,1,0,0,0,0,0
ENSG00000163884.3,58,34,58,11,14,11
ENSG00000249833.5,0,0,0,0,0,0
ENSG00000163885.11,0,0,0,1,0,0
ENSG00000279328.1,7,4,5,0,0,1
ENSG00000070476.14,1588,1645,2137,482,432,484
ENSG00000159650.8,3,1,0,0,0,0
ENSG00000180767.9,0,0,0,8,1,2
ENSG00000180697.8,0,0,0,1,0,0
ENSG00000201968.1,0,0,0,0,0,0
ENSG00000283374.1,0,0,0,0,0,0
ENSG00000206483.5,0,0,0,0,0,0
ENSG00000197763.14,468,597,489,163,206,206
ENSG00000248557.1,0,0,0,0,0,0
ENSG00000198284.9,0,0,0,0,0,1
ENSG00000248850.1,0,0,0,1,0,0
ENSG00000159685.10,252,321,268,47,67,47
ENSG00000249558.1,0,0,0,0,0,0
ENSG00000280053.1,5,0,1,0,0,1
ENSG00000114554.11,11106,11637,10814,491,654,692
ENSG00000214324.5,0,0,0,0,0,0
ENSG00000212556.1,0,0,0,0,0,0
ENSG00000243016.1,0,0,0,0,0,0
ENSG00000201288.1,0,0,0,0,0,0
ENSG00000239620.1,0,0,0,0,0,0
ENSG00000244215.1,0,0,0,0,0,0
ENSG00000239921.3,0,0,0,0,0,0
ENSG00000240562.1,0,0,0,0,0,0
ENSG00000282975.1,0,0,0,0,0,0
ENSG00000282860.1,3,4,2,0,0,1
ENSG00000163870.14,977,1012,1165,767,737,751
ENSG00000275067.1,0,0,0,0,0,0
ENSG00000276083.1,0,2,0,0,0,0
ENSG00000073111.13,8432,10130,8791,1400,1595,1662
ENSG00000114631.10,61,65,63,183,264,118
ENSG00000114626.17,106,146,120,296,287,363
ENSG00000074416.13,1802,2385,1918,5388,3599,4628
ENSG00000187715.13,1,0,0,0,0,0
ENSG00000201210.1,0,0,0,0,0,0
ENSG00000058262.9,9304,10281,9981,11894,10152,9680
ENSG00000175792.11,1225,1686,1579,712,719,663
ENSG00000222627.1,5,0,2,0,0,0
ENSG00000239608.1,0,0,2,0,1,1
ENSG00000212344.1,0,0,0,0,0,0
ENSG00000132394.10,444,529,567,308,221,246
ENSG00000179407.3,0,0,0,0,0,0
ENSG00000242049.1,1,1,0,1,0,0
ENSG00000179348.11,3267,4642,4578,6177,4587,5991
ENSG00000244300.2,275,394,270,123,225,241
ENSG00000239405.1,23,9,22,5,2,11
ENSG00000198685.3,0,2,0,0,0,1
ENSG00000163902.11,7621,10723,8941,13704,16191,13459
ENSG00000277250.1,0,0,1,2,0,4
ENSG00000242551.2,0,0,18,1,0,1
ENSG00000207130.1,0,0,0,0,0,0
ENSG00000075785.12,2470,3152,3117,2389,2082,2031
ENSG00000239503.1,0,0,0,0,0,0
ENSG00000242992.3,3,5,5,2,11,13
ENSG00000244232.3,5,1,10,4,0,1
ENSG00000239483.1,0,0,0,0,0,0
ENSG00000244065.1,0,0,0,0,0,0
ENSG00000243022.1,0,0,0,0,0,0
ENSG00000242062.1,0,0,0,0,0,0
ENSG00000261159.1,10,13,22,0,4,8
ENSG00000231305.3,9,8,29,4,9,8
ENSG00000250796.1,2,1,0,1,1,2
ENSG00000177646.18,1320,1619,1681,708,624,562
ENSG00000114656.10,0,10,2,3,4,1
ENSG00000187695.8,0,0,5,5,8,8
ENSG00000279507.1,0,0,0,0,1,0
ENSG00000114654.7,1,4,1,2,0,0
ENSG00000249505.1,0,0,0,0,0,0
ENSG00000169704.4,0,0,0,2,3,0
ENSG00000172780.16,21,12,15,61,38,49
ENSG00000261796.1,0,0,0,0,0,0
ENSG00000273174.1,1,1,1,5,0,0
ENSG00000240682.9,446,436,503,238,246,204
ENSG00000273437.1,3,4,5,1,0,3
ENSG00000169714.16,6368,7860,7019,4247,4959,4829
ENSG00000241673.1,0,1,0,0,0,0
ENSG00000181789.14,5546,6557,6414,9471,9365,8123
ENSG00000278658.1,0,4,0,1,6,1
ENSG00000183624.13,828,1027,973,214,243,293
ENSG00000184897.5,1124,1170,1014,600,517,854
ENSG00000206417.8,37,82,48,16,17,20
ENSG00000248916.1,0,0,0,0,0,0
ENSG00000270492.1,4,0,0,0,0,0
ENSG00000270773.1,0,0,0,0,0,0
ENSG00000244932.2,0,0,0,0,0,0
ENSG00000251474.6,125,171,140,145,119,78
ENSG00000207088.1,1,10,9,13,12,7
ENSG00000172771.11,4,1,17,3,8,6
ENSG00000129071.9,1010,1429,1256,735,792,815
ENSG00000163913.11,555,673,585,308,266,258
ENSG00000163914.4,0,0,1,0,0,0
ENSG00000178804.7,0,0,0,0,0,0
ENSG00000004399.12,2489,2621,2170,4230,2824,2710
ENSG00000239437.3,2,1,0,4,0,1
ENSG00000248659.1,0,1,1,2,0,0
ENSG00000172765.16,923,1094,1003,1316,1194,1416
ENSG00000202412.1,0,0,0,0,0,0
ENSG00000283509.1,0,0,0,0,0,0
ENSG00000203644.3,134,160,148,120,66,84
ENSG00000271270.5,38,40,30,1,6,18
ENSG00000250643.1,0,0,0,0,0,3
ENSG00000170893.3,0,0,0,0,1,0
ENSG00000248459.1,0,0,0,0,0,0
ENSG00000249869.1,0,0,0,0,0,0
ENSG00000180770.3,0,0,0,0,0,0
ENSG00000251178.1,0,0,0,0,0,0
ENSG00000251610.1,0,0,0,0,0,0
ENSG00000251287.8,12,21,12,2,7,13
ENSG00000248243.1,10,13,10,3,0,2
ENSG00000253540.5,39,20,59,11,9,13
ENSG00000249846.6,23,22,31,6,4,4
ENSG00000248618.1,0,0,0,0,0,0
ENSG00000250580.1,0,0,2,0,0,0
ENSG00000228252.9,4,6,9,0,0,1
ENSG00000249253.1,0,0,0,0,0,0
ENSG00000172752.14,1,7,4,0,3,0
ENSG00000206384.10,8,12,0,13,0,0
ENSG00000196455.7,1491,1844,1556,876,1027,888
ENSG00000222783.1,0,0,0,0,0,0
ENSG00000232829.3,1,0,1,0,0,0
ENSG00000017260.19,1681,2169,1789,2304,2226,2064
ENSG00000284095.1,0,0,0,0,0,0
ENSG00000250592.1,0,0,0,0,0,0
ENSG00000252894.2,0,0,0,0,0,0
ENSG00000249098.1,0,0,0,0,0,0
ENSG00000251579.1,0,0,0,0,0,0
ENSG00000034533.11,360,371,296,147,217,221
ENSG00000114670.13,51,41,42,94,61,113
ENSG00000250129.5,0,0,0,4,2,2
ENSG00000201550.1,0,0,0,0,0,0
ENSG00000250608.1,5,2,1,2,3,1
ENSG00000246082.2,55,57,61,87,85,119
ENSG00000198585.11,583,705,778,336,351,307
ENSG00000261167.1,81,118,114,60,61,36
ENSG00000114686.8,2112,2783,2376,1665,1714,1592
ENSG00000249020.1,1,3,3,0,1,1
ENSG00000248468.1,0,1,1,0,0,0
ENSG00000248530.1,1,6,2,0,0,0
ENSG00000196353.11,0,1,0,0,0,3
ENSG00000251447.1,0,0,0,0,0,0
ENSG00000265859.1,0,0,0,0,0,0
ENSG00000240854.1,14,13,2,6,4,1
ENSG00000242899.1,36,82,57,42,35,55
ENSG00000014257.15,1760,1638,1719,44,36,66
ENSG00000240890.2,8,6,2,4,3,0
ENSG00000213264.3,4,0,0,0,0,0
ENSG00000138246.15,3168,3748,3218,2585,2433,2631
ENSG00000240303.7,405,351,474,55,52,38
ENSG00000274810.4,4,5,7,0,0,0
ENSG00000129048.6,0,2,0,1,0,1
ENSG00000251614.1,2,8,1,0,0,1
ENSG00000081307.12,2039,2319,2297,697,711,644
ENSG00000113971.19,377,399,460,391,323,321
ENSG00000248724.6,3,6,6,7,13,4
ENSG00000249725.1,0,0,0,0,0,0
ENSG00000144868.13,57,80,68,542,337,354
ENSG00000251011.5,0,0,0,0,0,0
ENSG00000170819.4,0,3,0,0,0,0
ENSG00000249820.1,0,0,0,0,0,0
ENSG00000249993.1,16,17,31,0,0,0
ENSG00000214301.4,0,2,0,0,0,0
ENSG00000272832.1,0,0,0,0,0,0
ENSG00000250983.1,3,5,4,0,1,1
ENSG00000201827.1,0,0,0,0,0,0
ENSG00000091527.15,7409,9484,8348,10975,10891,10188
ENSG00000163781.12,3545,4405,3832,2316,2859,2610
ENSG00000242337.5,5,6,12,2,1,3
ENSG00000252641.2,0,0,0,0,0,0
ENSG00000201394.1,0,0,0,0,0,1
ENSG00000091513.14,11,21,11,137,163,41
ENSG00000244062.1,4,0,2,1,0,0
ENSG00000144867.11,1776,1993,1654,1477,1416,1356
ENSG00000154917.10,15,14,2,12,3,7
ENSG00000221972.3,0,0,0,9,1,4
ENSG00000174640.12,14,70,27,1532,314,925
ENSG00000243832.1,0,2,1,2,1,0
ENSG00000163785.12,2397,2708,2689,1326,1555,1711
ENSG00000231845.3,0,0,0,0,0,0
ENSG00000240006.1,1,4,0,6,13,3
ENSG00000260633.1,59,30,17,5,4,9
ENSG00000214289.2,16,10,23,2,5,5
ENSG00000114019.14,6793,4110,6704,4923,3319,5214
ENSG00000277723.1,0,0,1,0,2,0
ENSG00000248377.1,0,0,0,0,0,0
ENSG00000214288.4,0,2,0,3,5,0
ENSG00000284561.1,0,0,0,0,0,0
ENSG00000129055.12,653,856,900,1289,658,1341
ENSG00000182923.16,620,810,694,602,702,564
ENSG00000249691.1,0,0,0,0,0,0
ENSG00000154928.16,1,2,5,3,6,0
ENSG00000174611.11,0,2,0,0,0,0
ENSG00000253087.1,0,0,0,0,0,0
ENSG00000201413.1,0,0,0,0,0,0
ENSG00000240086.5,5,3,10,6,6,6
ENSG00000242222.1,0,0,0,0,0,0
ENSG00000241905.1,0,0,0,0,0,0
ENSG00000073711.10,1471,1726,1533,1504,1473,1652
ENSG00000227267.3,5,13,12,7,19,3
ENSG00000273455.1,0,2,0,0,0,0
ENSG00000174579.3,1429,1845,1655,1119,1221,1360
ENSG00000241438.1,0,0,3,1,0,0
ENSG00000244740.1,0,0,0,0,0,0
ENSG00000114054.13,1699,2173,2135,694,597,495
ENSG00000118007.12,4384,4812,4500,2169,2558,2517
ENSG00000200571.1,2,2,13,0,1,3
ENSG00000244101.1,0,0,0,0,0,0
ENSG00000252914.1,0,1,7,6,0,4
ENSG00000240695.1,42,34,95,50,58,40
ENSG00000261758.1,9,10,11,7,11,5
ENSG00000242968.1,0,0,1,0,0,0
ENSG00000168917.8,8,12,8,7,6,14
ENSG00000273486.1,11,6,22,2,1,7
ENSG00000239213.5,36,43,59,27,10,17
ENSG00000158092.6,849,1021,999,730,777,787
ENSG00000214283.4,0,0,0,0,0,0
ENSG00000174564.12,46,66,78,55,65,45
ENSG00000249407.1,0,0,1,0,0,0
ENSG00000201325.1,0,0,0,0,0,0
ENSG00000243886.1,0,0,0,0,0,0
ENSG00000242070.1,0,0,0,0,0,0
ENSG00000168875.2,22,38,110,2,0,13
ENSG00000239513.5,0,8,7,4,0,0
ENSG00000261146.1,0,1,2,0,0,0
ENSG00000241478.1,39,122,38,38,58,39
ENSG00000066405.12,0,0,3,0,0,3
ENSG00000272609.1,0,0,0,0,0,0
ENSG00000158163.14,11,14,11,10,3,3
ENSG00000240668.1,22,54,29,45,59,118
ENSG00000118017.3,0,1,1,0,0,0
ENSG00000138231.12,638,775,721,349,302,329
ENSG00000114098.17,1813,2234,2110,1564,1467,1566
ENSG00000181322.13,1,8,5,3,6,4
ENSG00000158186.12,920,890,1017,159,60,171
ENSG00000158220.13,141,210,201,100,59,62
ENSG00000280399.1,3,6,17,8,0,2
ENSG00000114107.8,508,679,617,143,128,85
ENSG00000158234.12,433,542,497,167,130,101
ENSG00000174715.7,20,24,57,51,59,33
ENSG00000051382.8,2724,3817,2567,3321,4391,3471
ENSG00000239207.2,0,0,0,0,0,0
ENSG00000242321.1,0,0,0,0,0,0
ENSG00000241429.1,190,260,160,85,122,225
ENSG00000242244.1,0,0,1,0,0,0
ENSG00000244578.1,3,0,0,1,0,1
ENSG00000183770.5,41,13,6,7,0,2
ENSG00000206262.8,57,4,2,1,0,1
ENSG00000206260.3,0,0,0,0,0,0
ENSG00000175110.11,1103,1452,1321,681,580,486
ENSG00000184814.5,0,0,0,0,0,0
ENSG00000233701.3,0,0,0,0,0,0
ENSG00000251137.1,0,0,0,0,0,0
ENSG00000232416.3,0,0,0,0,0,1
ENSG00000281473.1,0,0,0,0,0,0
ENSG00000276304.1,0,0,0,0,0,0
ENSG00000272656.1,0,0,0,0,4,1
ENSG00000184432.9,5737,7680,7200,7559,7228,7183
ENSG00000283418.1,0,0,0,0,0,0
ENSG00000248932.5,63,64,61,18,32,20
ENSG00000114113.6,0,0,0,0,2,0
ENSG00000248790.1,0,1,0,0,0,0
ENSG00000178631.7,15,8,27,3,4,4
ENSG00000114115.9,142,6,2,23,32,20
ENSG00000163864.15,14,7,9,2,2,32
ENSG00000214280.3,0,0,0,1,0,2
ENSG00000201600.1,0,0,0,0,0,0
ENSG00000244692.3,0,0,0,0,0,0
ENSG00000261763.1,0,0,0,0,0,0
ENSG00000250543.1,0,1,0,0,0,0
ENSG00000251471.1,0,0,0,0,0,0
ENSG00000250161.1,0,0,0,0,0,0
ENSG00000158258.16,276,22,28,90,32,469
ENSG00000249290.5,0,0,0,0,0,0
ENSG00000251058.1,0,0,0,0,0,0
ENSG00000250433.1,0,0,0,0,0,0
ENSG00000249305.1,0,0,0,0,0,0
ENSG00000155890.3,0,1,0,0,0,0
ENSG00000261826.1,0,0,0,0,0,0
ENSG00000224085.3,0,0,0,0,0,0
ENSG00000114120.11,3769,4009,4022,1174,1404,1519
ENSG00000248773.1,15,39,24,8,13,2
ENSG00000175093.4,5,17,8,1,1,0
ENSG00000251270.1,1,0,0,0,0,0
ENSG00000155893.12,200,305,257,812,874,609
ENSG00000241400.1,0,2,1,0,1,1
ENSG00000249417.1,1,0,0,1,0,0
ENSG00000249540.1,0,2,0,1,0,0
ENSG00000177311.11,3346,4224,3803,2416,2423,3156
ENSG00000215606.4,1,0,5,0,0,0
ENSG00000155903.11,2247,1820,2275,928,780,718
ENSG00000250170.1,15,13,22,8,6,2
ENSG00000249986.1,0,0,0,2,1,2
ENSG00000242104.4,4,0,0,0,1,0
ENSG00000241899.1,0,0,0,0,0,0
ENSG00000241526.1,0,0,0,0,0,0
ENSG00000114125.13,965,1135,1000,758,913,784
ENSG00000114124.2,2,0,1,1,0,0
ENSG00000228398.3,0,0,0,0,0,0
ENSG00000069849.10,2822,3223,3168,1263,789,843
ENSG00000200389.1,0,0,0,0,0,0
ENSG00000244124.1,0,0,0,0,0,0
ENSG00000279147.1,4,2,5,3,1,0
ENSG00000114126.17,8942,9656,8587,2411,2030,2380
ENSG00000233597.3,62,87,86,40,40,46
ENSG00000206604.1,0,0,0,0,0,0
ENSG00000175066.15,1753,1603,1857,963,605,664
ENSG00000114127.10,3596,3976,4591,1505,1723,1688
ENSG00000251804.1,3,3,3,2,1,1
ENSG00000202125.1,0,7,4,2,3,2
ENSG00000175054.14,2285,2302,2135,969,1248,1092
ENSG00000242479.1,20,0,4,0,0,1
ENSG00000244327.1,2,8,8,3,2,1
ENSG00000242390.1,2,3,2,0,0,0
ENSG00000252745.1,0,0,0,0,0,0
ENSG00000120756.12,761,631,399,86,177,89
ENSG00000239641.1,0,0,0,0,0,0
ENSG00000199319.1,0,0,0,0,0,2
ENSG00000144935.14,93,37,13,12,10,7
ENSG00000251787.1,0,0,0,0,0,0
ENSG00000163710.7,2269,2950,2720,606,1184,541
ENSG00000240950.1,33,56,28,35,19,34
ENSG00000243818.4,79,24,91,4,22,5
ENSG00000188582.8,71,139,154,3,9,16
ENSG00000241592.1,0,0,0,0,0,0
ENSG00000241570.8,21,29,21,1,0,2
ENSG00000163714.17,5089,6398,5372,3183,3820,3293
ENSG00000268129.1,41,27,44,15,20,10
ENSG00000243733.1,0,1,0,0,0,0
ENSG00000175040.5,174,13,3,14,11,9
ENSG00000241679.2,0,0,0,0,0,0
ENSG00000244171.4,48,72,40,19,26,21
ENSG00000181804.14,64,10,0,37,157,9
ENSG00000240888.1,0,0,0,0,0,0
ENSG00000240012.1,0,0,0,0,0,0
ENSG00000244493.1,0,0,0,0,0,0
ENSG00000243033.2,0,0,0,0,0,0
ENSG00000243759.1,20,56,25,15,25,28
ENSG00000248374.1,0,0,0,0,0,0
ENSG00000235110.5,0,0,0,0,0,0
ENSG00000181744.8,258,62,17,117,120,20
ENSG00000222778.1,0,0,0,0,0,0
ENSG00000280397.1,0,0,0,0,0,0
ENSG00000244024.1,0,0,0,0,0,0
ENSG00000241695.1,0,0,0,0,0,0
ENSG00000239797.1,0,2,1,0,0,1
ENSG00000244358.1,0,0,0,0,0,0
ENSG00000240095.1,0,0,0,0,0,0
ENSG00000261051.1,2,4,2,49,71,35
ENSG00000243415.2,0,0,0,0,2,0
ENSG00000240032.1,1,4,2,26,48,23
ENSG00000152952.11,643,1289,254,10514,12851,10763
ENSG00000114698.14,67,23,12,15,28,13
ENSG00000243596.1,0,0,0,0,0,0
ENSG00000241358.1,0,0,0,0,0,0
ENSG00000163746.11,3,3,2,16,11,19
ENSG00000279320.1,1,7,12,4,15,10
ENSG00000188313.12,955,998,887,1876,3278,2498
ENSG00000199812.1,0,0,0,0,0,0
ENSG00000231213.6,0,0,0,0,0,0
ENSG00000241457.1,0,0,0,0,0,0
ENSG00000243620.1,0,0,0,0,0,0
ENSG00000242671.1,0,0,0,0,0,0
ENSG00000207156.1,0,0,0,0,0,0
ENSG00000239412.1,0,0,0,0,0,0
ENSG00000174963.17,0,0,0,1,1,0
ENSG00000241202.1,0,0,0,0,0,0
ENSG00000152977.9,0,0,0,2,3,1
ENSG00000240804.1,0,0,0,0,0,0
ENSG00000239661.1,0,0,0,0,0,0
ENSG00000239922.1,0,0,0,0,0,0
ENSG00000241131.1,0,0,0,0,0,0
ENSG00000241792.1,0,0,0,0,0,0
ENSG00000244650.2,0,1,0,0,0,0
ENSG00000205412.5,1,0,0,0,0,0
ENSG00000243347.1,0,0,0,0,0,0
ENSG00000242440.1,0,0,0,0,0,0
ENSG00000241993.1,0,0,0,0,0,0
ENSG00000144891.17,5,4,1,209,0,118
ENSG00000153002.11,0,0,0,2,0,0
ENSG00000244089.1,0,0,0,0,0,0
ENSG00000240521.1,0,0,0,0,0,0
ENSG00000163751.3,0,0,0,4,0,0
ENSG00000241627.3,3,6,3,1,6,6
ENSG00000163754.17,483,538,580,600,530,671
ENSG00000071794.15,1386,2206,1285,1566,1109,1871
ENSG00000239718.1,0,0,0,1,0,0
ENSG00000201031.1,0,0,0,0,0,0
ENSG00000240511.1,0,0,0,0,0,0
ENSG00000163755.8,1483,1606,1721,1001,942,1022
ENSG00000047457.13,478,8,4,283,40,55
ENSG00000240216.7,6,6,9,2,1,0
ENSG00000244468.1,0,1,1,0,0,0
ENSG00000163762.6,1,0,0,14,1,2
ENSG00000243822.1,0,0,0,0,1,0
ENSG00000169908.11,72,7,5,143,28,32
ENSG00000240541.2,1,0,0,1,0,0
ENSG00000243885.1,1,0,0,4,5,4
ENSG00000240246.1,0,0,0,0,0,0
ENSG00000241929.1,4,1,1,2,0,0
ENSG00000282502.1,0,0,0,0,0,0
ENSG00000239408.1,0,0,0,0,0,0
ENSG00000169903.6,0,0,0,15,7,7
ENSG00000244503.1,0,0,0,3,7,0
ENSG00000018408.14,1008,1481,1189,4201,5752,5344
ENSG00000252581.1,0,0,0,0,0,0
ENSG00000241985.1,3,6,11,26,15,15
ENSG00000241313.2,16,16,36,89,100,77
ENSG00000114744.8,1090,1369,1088,937,890,852
ENSG00000206199.10,0,0,0,0,0,0
ENSG00000251854.1,0,0,0,0,0,0
ENSG00000082996.19,2025,2644,2486,2253,2204,2511
ENSG00000252172.1,0,0,0,0,0,0
ENSG00000239351.1,0,0,0,0,0,0
ENSG00000070087.13,182,189,176,96,130,95
ENSG00000242791.2,2,0,3,4,1,3
ENSG00000224831.3,13,39,23,16,19,19
ENSG00000182000.9,0,1,5,0,0,0
ENSG00000241947.1,0,0,0,0,0,0
ENSG00000243944.5,2,0,0,0,2,0
ENSG00000240477.1,0,3,0,0,0,1
ENSG00000243321.3,2,0,0,3,0,0
ENSG00000241143.1,0,0,0,0,1,0
ENSG00000241048.1,0,0,0,0,0,0
ENSG00000244541.5,0,0,0,0,0,0
ENSG00000278234.1,0,0,0,0,0,0
ENSG00000243550.2,0,0,1,0,0,1
ENSG00000196428.12,3547,2622,4234,2429,1893,2210
ENSG00000120742.10,5636,5734,6101,5013,4889,5496
ENSG00000144895.11,3285,3826,3522,3068,3402,2991
ENSG00000198843.12,3248,3797,3507,2310,2124,2083
ENSG00000271711.1,3,2,0,0,2,1
ENSG00000163645.14,10,8,6,0,0,0
ENSG00000240137.5,24,20,23,15,3,7
ENSG00000244668.1,0,0,0,0,1,0
ENSG00000181788.3,5392,5730,6190,314,282,531
ENSG00000244265.1,34,25,35,0,0,5
ENSG00000239265.5,1,4,1,1,0,0
ENSG00000214237.10,0,0,0,0,1,0
ENSG00000260234.5,0,0,0,0,0,0
ENSG00000243273.1,1,2,0,1,2,1
ENSG00000163646.10,0,0,0,0,0,0
ENSG00000276055.1,0,0,0,0,0,0
ENSG00000144893.12,4220,3854,4668,123,51,211
ENSG00000199994.1,0,0,0,0,0,0
ENSG00000174946.6,3,4,3,0,0,0
ENSG00000174944.8,122,0,2,7,0,0
ENSG00000239570.1,11,7,20,0,0,2
ENSG00000138271.5,812,915,1159,91,78,102
ENSG00000181631.6,1,1,0,3,18,2
ENSG00000169313.9,0,0,0,4,24,3
ENSG00000152580.8,392,172,150,391,158,315
ENSG00000242810.1,0,2,0,3,0,7
ENSG00000242119.1,0,0,0,0,0,0
ENSG00000264330.1,1,0,0,1,0,0
ENSG00000241151.1,0,0,0,0,0,0
ENSG00000197953.5,9,7,3,0,0,1
ENSG00000242908.6,58,77,28,56,40,69
ENSG00000242097.1,35,18,28,28,20,37
ENSG00000240602.7,4,0,0,0,4,8
ENSG00000250271.2,0,0,0,0,0,0
ENSG00000114771.13,5,7,8,0,0,2
ENSG00000198829.6,0,2,3,32,25,9
ENSG00000239941.1,10,6,10,2,6,4
ENSG00000152601.17,3226,2750,3568,1363,1161,1571
ENSG00000229619.3,114,93,200,21,32,21
ENSG00000221962.5,0,0,0,0,0,0
ENSG00000201217.1,12,3,15,5,2,0
ENSG00000243305.1,0,0,0,0,0,0
ENSG00000244545.1,0,0,0,0,0,0
ENSG00000242561.1,0,0,0,0,0,0
ENSG00000169860.6,89,7,3,40,34,26
ENSG00000241810.1,0,0,0,0,0,0
ENSG00000241671.1,2,0,1,0,1,1
ENSG00000244268.1,6,4,3,1,4,0
ENSG00000181467.4,1264,1583,1246,2791,2763,2563
ENSG00000265813.2,0,0,0,0,0,0
ENSG00000241220.1,0,0,0,0,0,0
ENSG00000241912.1,0,0,0,0,0,0
ENSG00000238755.3,0,0,0,0,0,0
ENSG00000243012.1,0,0,0,0,0,0
ENSG00000207323.1,0,0,0,0,0,0
ENSG00000237787.4,0,0,0,0,0,0
ENSG00000200162.1,0,0,0,0,0,0
ENSG00000243486.1,0,1,0,0,0,0
ENSG00000201398.1,0,0,0,0,0,0
ENSG00000240068.1,0,0,0,0,0,0
ENSG00000243069.7,2,0,1,0,0,1
ENSG00000114790.12,21,21,16,4,0,3
ENSG00000174953.13,2792,3053,3822,1271,1295,1271
ENSG00000271922.1,0,0,0,0,0,0
ENSG00000279305.1,4,3,6,0,0,0
ENSG00000174948.5,7,5,8,0,0,0
ENSG00000240048.1,6,19,17,1,8,2
ENSG00000243861.1,0,0,0,0,0,0
ENSG00000243154.1,0,0,0,0,0,0
ENSG00000242151.1,0,0,0,0,0,0
ENSG00000240601.1,0,0,0,0,0,0
ENSG00000243969.1,2,0,0,0,0,0
ENSG00000243953.1,0,1,0,0,1,0
ENSG00000196549.10,15981,17622,16506,9436,10224,6245
ENSG00000240666.2,2,0,0,0,0,0
ENSG00000241336.1,0,0,0,0,0,0
ENSG00000240045.1,0,0,0,0,0,0
ENSG00000242790.1,0,0,0,1,0,0
ENSG00000239443.1,2,1,1,3,1,2
ENSG00000114805.16,75,146,128,35,62,56
ENSG00000248772.1,0,0,0,0,0,0
ENSG00000243518.1,0,0,0,0,0,0
ENSG00000242152.1,2,0,0,0,1,0
ENSG00000272096.2,0,0,0,0,0,0
ENSG00000239508.1,0,0,0,0,0,0
ENSG00000242925.1,0,0,0,0,0,0
ENSG00000239212.2,0,0,0,0,0,0
ENSG00000214919.3,2,0,2,3,3,1
ENSG00000241307.1,0,0,0,0,0,0
ENSG00000174928.15,83,90,82,37,60,28
ENSG00000169359.13,1305,1846,1450,1632,1929,1664
ENSG00000163655.15,3080,4267,3538,1325,1227,1231
ENSG00000240489.1,72,223,83,45,97,76
ENSG00000174930.4,0,0,0,1,0,0
ENSG00000169282.17,1,4,7,3,4,1
ENSG00000242017.1,2,3,3,2,0,1
ENSG00000242537.1,6,4,3,5,2,0
ENSG00000227709.4,4,1,6,2,0,3
ENSG00000240596.1,0,0,0,0,0,0
ENSG00000242370.1,0,0,0,0,3,0
ENSG00000272990.1,4,6,1,12,11,7
ENSG00000114850.6,2842,3627,2856,7999,7118,8229
ENSG00000243926.1,8,17,12,12,7,16
ENSG00000163659.12,4052,1192,2496,3701,4668,5872
ENSG00000174912.7,10,7,2,5,8,8
ENSG00000240875.5,13,6,5,1,1,1
ENSG00000230457.3,27,45,26,20,18,17
ENSG00000197980.12,14,5,3,2,8,7
ENSG00000241879.1,0,0,2,0,1,0
ENSG00000239706.1,0,0,0,0,0,0
ENSG00000222499.1,0,0,0,0,0,0
ENSG00000243629.1,8,0,0,0,0,0
ENSG00000241544.1,12,0,1,2,11,9
ENSG00000241135.5,0,0,0,0,0,0
ENSG00000163660.11,18540,12336,19220,16132,20447,20678
ENSG00000201778.1,0,0,0,0,0,0
ENSG00000244515.1,7,4,4,0,7,10
ENSG00000241770.1,5,4,11,4,6,4
ENSG00000222675.1,0,0,1,1,2,0
ENSG00000243176.5,18,15,16,9,13,9
ENSG00000270981.1,0,0,0,0,0,0
ENSG00000197415.11,16,11,16,49,5,20
ENSG00000163661.3,18,2,0,5,2,4
ENSG00000174899.10,4,0,1,3,6,3
ENSG00000251751.1,0,0,0,0,0,0
ENSG00000239716.1,0,0,0,0,0,0
ENSG00000242536.1,0,0,0,0,2,0
ENSG00000168779.19,5,9,0,71,32,57
ENSG00000174891.12,922,934,895,888,974,817
ENSG00000241723.1,0,0,1,1,0,0
ENSG00000277143.1,0,0,0,0,0,0
ENSG00000243314.1,1,4,0,2,8,4
ENSG00000243150.5,7,1,1,0,4,1
ENSG00000178053.17,126,29,21,58,224,79
ENSG00000243025.1,0,0,0,0,0,0
ENSG00000243165.1,0,0,0,0,0,0
ENSG00000168827.14,1929,2313,2040,1108,1052,963
ENSG00000079257.7,122,159,197,123,170,151
ENSG00000272087.1,3,0,0,0,0,0
ENSG00000272440.1,7,4,4,3,5,3
ENSG00000118849.9,34,11,14,28,9,10
ENSG00000118855.18,1126,1360,1154,1845,1760,1633
ENSG00000240207.6,13,7,14,10,1,1
ENSG00000243675.1,0,0,0,0,1,0
ENSG00000271778.1,2,2,2,0,0,0
ENSG00000272247.1,3,0,11,0,0,2
ENSG00000232374.5,0,0,0,0,0,0
ENSG00000279311.1,1,0,4,0,1,0
ENSG00000283154.2,247,292,256,52,29,21
ENSG00000214216.10,0,0,0,0,0,1
ENSG00000263634.1,0,0,0,0,0,0
ENSG00000244249.1,0,0,0,0,0,0
ENSG00000243116.1,0,0,3,0,0,0
ENSG00000241211.1,9,13,13,0,0,0
ENSG00000252763.1,0,0,0,0,0,0
ENSG00000151967.18,180,142,234,32,13,16
ENSG00000244040.5,3,1,2,0,4,1
ENSG00000168811.6,12,9,29,0,0,0
ENSG00000242107.2,0,0,0,0,0,0
ENSG00000184100.6,46,51,55,20,22,53
ENSG00000180044.5,0,0,0,0,0,0
